date,instrument,bid,ask
2026-03-02 09:45:55,NUGT,313.48,314.49
2026-03-02 09:46:55,NUGT,311.43,312.28
2026-03-02 09:47:55,NUGT,312.0,313.34
2026-03-02 09:48:55,NUGT,312.67,313.4
2026-03-02 09:49:55,NUGT,313.0,313.89
2026-03-02 09:50:55,NUGT,312.04,313.03
2026-03-02 09:51:55,NUGT,311.49,312.82
2026-03-02 09:52:55,NUGT,310.74,311.98
2026-03-02 09:53:55,NUGT,311.28,312.1
2026-03-02 09:54:55,NUGT,313.32,313.95
2026-03-02 09:55:55,NUGT,311.25,312.22
2026-03-02 09:56:55,NUGT,310.23,310.85
2026-03-02 09:57:55,NUGT,309.0,310.06
2026-03-02 09:58:55,NUGT,308.0,308.79
2026-03-02 09:59:55,NUGT,307.5,310.48
2026-03-02 10:00:55,NUGT,306.72,307.97
2026-03-02 10:01:55,NUGT,308.07,309.09
2026-03-02 10:02:55,NUGT,308.64,309.53
2026-03-02 10:03:55,NUGT,306.3,307.38
2026-03-02 10:04:55,NUGT,307.21,308.22
2026-03-02 10:05:55,NUGT,306.11,306.87
2026-03-02 10:06:55,NUGT,307.74,308.67
2026-03-02 10:07:55,NUGT,310.96,312.17
2026-03-02 10:08:55,NUGT,311.11,312.16
2026-03-02 10:09:55,NUGT,309.63,310.62
2026-03-02 10:10:55,NUGT,309.36,310.33
2026-03-02 10:11:55,NUGT,310.08,311.2
2026-03-02 10:12:55,NUGT,310.11,311.09
2026-03-02 10:13:55,NUGT,311.11,312.31
2026-03-02 10:14:55,NUGT,311.73,312.42
2026-03-02 10:15:55,NUGT,310.08,310.95
2026-03-02 10:16:55,NUGT,310.58,311.58
2026-03-02 10:17:55,NUGT,308.52,309.48
2026-03-02 10:18:55,NUGT,307.02,307.96
2026-03-02 10:19:55,NUGT,308.01,308.99
2026-03-02 10:20:55,NUGT,308.67,309.69
2026-03-02 10:21:55,NUGT,308.34,309.45
2026-03-02 10:22:55,NUGT,309.46,310.38
2026-03-02 10:23:55,NUGT,309.54,310.32
2026-03-02 10:24:55,NUGT,308.7,309.58
2026-03-02 10:25:55,NUGT,309.34,310.26
2026-03-02 10:26:55,NUGT,310.39,311.52
2026-03-02 10:27:55,NUGT,310.02,311.08
2026-03-02 10:28:55,NUGT,309.18,310.1
2026-03-02 10:29:55,NUGT,309.39,310.42
2026-03-02 10:30:55,NUGT,310.11,311.32
2026-03-02 10:31:55,NUGT,310.98,311.87
2026-03-02 10:32:55,NUGT,309.9,310.79
2026-03-02 10:33:55,NUGT,308.34,309.58
2026-03-02 10:34:55,NUGT,308.52,309.23
2026-03-02 10:35:55,NUGT,307.5,308.33
2026-03-02 10:36:55,NUGT,305.73,306.3
2026-03-02 10:37:55,NUGT,306.33,307.01
2026-03-02 10:38:55,NUGT,307.11,307.94
2026-03-02 10:39:55,NUGT,308.37,308.88
2026-03-02 10:40:55,NUGT,307.08,308.15
2026-03-02 10:41:55,NUGT,306.61,307.71
2026-03-02 10:42:55,NUGT,306.12,307.19
2026-03-02 10:43:55,NUGT,306.06,307.06
2026-03-02 10:44:55,NUGT,305.88,306.78
2026-03-02 10:45:55,NUGT,304.59,305.33
2026-03-02 10:46:55,NUGT,302.4,302.99
2026-03-02 10:47:55,NUGT,303.55,304.57
2026-03-02 10:48:55,NUGT,303.99,304.77
2026-03-02 10:49:55,NUGT,305.2,306.06
2026-03-02 10:50:55,NUGT,306.2,307.01
2026-03-02 10:51:55,NUGT,303.99,304.63
2026-03-02 10:52:55,NUGT,304.05,304.97
2026-03-02 10:53:55,NUGT,304.06,304.99
2026-03-02 10:54:55,NUGT,303.5,304.16
2026-03-02 10:55:55,NUGT,303.18,303.71
2026-03-02 10:56:55,NUGT,300.0,300.75
2026-03-02 10:57:55,NUGT,296.4,297.44
2026-03-02 10:58:55,NUGT,296.02,297.2
2026-03-02 10:59:55,NUGT,295.59,296.68
2026-03-02 11:00:55,NUGT,291.52,292.41
2026-03-02 11:01:55,NUGT,290.25,291.24
2026-03-02 11:02:55,NUGT,290.0,290.54
2026-03-02 11:03:55,NUGT,289.11,289.77
2026-03-02 11:04:55,NUGT,290.03,290.94
2026-03-02 11:05:55,NUGT,293.29,294.03
2026-03-02 11:06:55,NUGT,295.14,296.01
2026-03-02 11:07:55,NUGT,294.38,295.65
2026-03-02 11:08:55,NUGT,295.98,297.0
2026-03-02 11:09:55,NUGT,296.44,297.0
2026-03-02 11:10:55,NUGT,296.67,297.63
2026-03-02 11:11:55,NUGT,297.28,298.0
2026-03-02 11:12:55,NUGT,299.01,299.64
2026-03-02 11:13:55,NUGT,299.51,300.6
2026-03-02 11:14:55,NUGT,299.86,300.48
2026-03-02 11:15:55,NUGT,299.5,300.0
2026-03-02 11:16:55,NUGT,298.75,299.83
2026-03-02 11:17:55,NUGT,297.82,298.89
2026-03-02 11:18:55,NUGT,297.33,298.57
2026-03-02 11:19:55,NUGT,297.07,297.93
2026-03-02 11:20:55,NUGT,298.12,299.33
2026-03-02 11:21:55,NUGT,298.41,299.57
2026-03-02 11:22:55,NUGT,299.04,300.13
2026-03-02 11:23:55,NUGT,300.48,300.99
2026-03-02 11:24:55,NUGT,300.25,300.72
2026-03-02 11:25:55,NUGT,299.82,300.42
2026-03-02 11:26:55,NUGT,298.02,299.22
2026-03-02 11:27:55,NUGT,299.65,300.6
2026-03-02 11:28:55,NUGT,299.58,300.2
2026-03-02 11:29:55,NUGT,300.84,301.54
2026-03-02 11:30:55,NUGT,300.39,301.42
2026-03-02 11:31:55,NUGT,299.58,300.31
2026-03-02 11:32:55,NUGT,299.0,299.95
2026-03-02 11:33:55,NUGT,299.07,299.87
2026-03-02 11:34:55,NUGT,298.24,298.96
2026-03-02 11:35:55,NUGT,298.0,298.92
2026-03-02 11:36:55,NUGT,298.89,300.01
2026-03-02 11:37:55,NUGT,300.14,301.11
2026-03-02 11:38:55,NUGT,301.83,302.64
2026-03-02 11:39:55,NUGT,301.69,302.68
2026-03-02 11:40:55,NUGT,303.34,303.95
2026-03-02 11:41:55,NUGT,303.01,303.84
2026-03-02 11:42:55,NUGT,301.66,302.69
2026-03-02 11:43:55,NUGT,301.78,302.61
2026-03-02 11:44:55,NUGT,300.94,302.29
2026-03-02 11:45:55,NUGT,301.58,302.74
2026-03-02 11:46:55,NUGT,300.56,301.46
2026-03-02 11:47:55,NUGT,302.38,303.44
2026-03-02 11:48:55,NUGT,302.36,303.2
2026-03-02 11:49:55,NUGT,301.97,302.94
2026-03-02 11:50:55,NUGT,301.79,302.75
2026-03-02 11:51:55,NUGT,301.38,302.34
2026-03-02 11:52:55,NUGT,301.26,301.99
2026-03-02 11:53:55,NUGT,301.26,302.42
2026-03-02 11:54:55,NUGT,300.48,301.46
2026-03-02 11:55:55,NUGT,300.18,301.15
2026-03-02 11:56:55,NUGT,299.34,300.44
2026-03-02 11:57:55,NUGT,299.3,299.8
2026-03-02 11:58:55,NUGT,299.01,299.86
2026-03-02 11:59:55,NUGT,297.21,298.24
2026-03-02 12:00:55,NUGT,297.83,298.77
2026-03-02 12:01:55,NUGT,298.74,299.43
2026-03-02 12:02:55,NUGT,297.51,298.73
2026-03-02 12:03:55,NUGT,298.33,299.57
2026-03-02 12:04:55,NUGT,299.01,299.99
2026-03-02 12:05:55,NUGT,299.35,300.35
2026-03-02 12:06:55,NUGT,299.19,300.3
2026-03-02 12:07:55,NUGT,299.0,299.72
2026-03-02 12:08:55,NUGT,298.08,299.29
2026-03-02 12:09:55,NUGT,298.06,299.0
2026-03-02 12:10:55,NUGT,297.48,298.14
2026-03-02 12:11:55,NUGT,296.53,297.68
2026-03-02 12:12:55,NUGT,297.43,298.4
2026-03-02 12:13:55,NUGT,298.02,298.56
2026-03-02 12:14:55,NUGT,297.85,298.24
2026-03-02 12:15:55,NUGT,297.12,297.86
2026-03-02 12:16:55,NUGT,296.54,297.31
2026-03-02 12:17:55,NUGT,296.44,297.35
2026-03-02 12:18:55,NUGT,296.58,297.41
2026-03-02 12:19:55,NUGT,297.21,298.43
2026-03-02 12:20:55,NUGT,297.46,298.51
2026-03-02 12:21:55,NUGT,297.11,297.87
2026-03-02 12:22:55,NUGT,295.81,296.42
2026-03-02 12:23:55,NUGT,296.78,297.58
2026-03-02 12:24:55,NUGT,297.07,297.98
2026-03-02 12:25:55,NUGT,297.69,298.44
2026-03-02 12:26:55,NUGT,298.39,299.46
2026-03-02 12:27:55,NUGT,298.78,299.59
2026-03-02 12:28:55,NUGT,298.6,299.38
2026-03-02 12:29:55,NUGT,298.42,298.82
2026-03-02 12:30:55,NUGT,299.08,299.93
2026-03-02 12:31:55,NUGT,300.05,300.68
2026-03-02 12:32:55,NUGT,299.55,300.02
2026-03-02 12:33:55,NUGT,299.34,300.25
2026-03-02 12:34:55,NUGT,299.17,300.28
2026-03-02 12:35:55,NUGT,299.17,300.21
2026-03-02 12:36:55,NUGT,299.02,299.84
2026-03-02 12:37:55,NUGT,298.51,299.3
2026-03-02 12:38:55,NUGT,298.39,299.24
2026-03-02 12:39:55,NUGT,298.35,298.99
2026-03-02 12:40:55,NUGT,298.38,299.21
2026-03-02 12:41:55,NUGT,298.29,299.27
2026-03-02 12:42:55,NUGT,298.27,298.88
2026-03-02 12:43:55,NUGT,298.33,299.07
2026-03-02 12:44:55,NUGT,298.56,299.44
2026-03-02 12:45:55,NUGT,298.92,299.49
2026-03-02 12:46:55,NUGT,298.08,299.05
2026-03-02 12:47:55,NUGT,297.93,298.73
2026-03-02 12:48:55,NUGT,297.36,298.13
2026-03-02 12:49:55,NUGT,297.62,298.34
2026-03-02 12:50:55,NUGT,298.04,298.61
2026-03-02 12:51:55,NUGT,297.08,298.0
2026-03-02 12:52:55,NUGT,298.73,299.82
2026-03-02 12:53:55,NUGT,299.2,299.92
2026-03-02 12:54:55,NUGT,298.53,299.38
2026-03-02 12:55:55,NUGT,299.37,300.05
2026-03-02 12:56:55,NUGT,299.5,300.25
2026-03-02 12:57:55,NUGT,299.31,300.33
2026-03-02 12:58:55,NUGT,299.5,300.64
2026-03-02 12:59:55,NUGT,299.47,300.44
2026-03-02 13:00:55,NUGT,298.71,299.81
2026-03-02 13:01:55,NUGT,298.38,299.43
2026-03-02 13:02:55,NUGT,298.0,298.74
2026-03-02 13:03:55,NUGT,297.99,298.99
2026-03-02 13:04:55,NUGT,297.69,298.64
2026-03-02 13:05:55,NUGT,296.88,297.7
2026-03-02 13:06:55,NUGT,296.58,297.26
2026-03-02 13:07:55,NUGT,296.51,297.63
2026-03-02 13:08:55,NUGT,296.65,297.77
2026-03-02 13:09:55,NUGT,296.51,297.11
2026-03-02 13:10:55,NUGT,297.03,297.89
2026-03-02 13:11:55,NUGT,296.5,296.94
2026-03-02 13:12:55,NUGT,297.27,297.98
2026-03-02 13:13:55,NUGT,297.35,298.08
2026-03-02 13:14:55,NUGT,297.45,298.0
2026-03-02 13:15:55,NUGT,298.08,298.7
2026-03-02 13:16:55,NUGT,299.24,299.81
2026-03-02 13:17:55,NUGT,299.24,299.78
2026-03-02 13:18:55,NUGT,299.11,299.98
2026-03-02 13:19:55,NUGT,299.43,300.24
2026-03-02 13:20:55,NUGT,299.96,300.85
2026-03-02 13:21:55,NUGT,299.23,300.14
2026-03-02 13:22:55,NUGT,298.8,299.54
2026-03-02 13:23:55,NUGT,298.0,298.74
2026-03-02 13:24:55,NUGT,297.89,298.66
2026-03-02 13:25:55,NUGT,298.16,299.06
2026-03-02 13:26:55,NUGT,297.84,298.56
2026-03-02 13:27:55,NUGT,298.05,298.75
2026-03-02 13:28:55,NUGT,298.73,299.34
2026-03-02 13:29:55,NUGT,298.29,299.07
2026-03-02 13:30:55,NUGT,298.15,298.76
2026-03-02 13:31:55,NUGT,297.81,298.7
2026-03-02 13:32:55,NUGT,297.39,298.4
2026-03-02 13:33:55,NUGT,297.51,298.46
2026-03-02 13:34:55,NUGT,298.16,298.96
2026-03-02 13:35:55,NUGT,297.72,298.84
2026-03-02 13:36:55,NUGT,298.31,299.22
2026-03-02 13:37:55,NUGT,298.02,298.92
2026-03-02 13:38:55,NUGT,297.73,298.37
2026-03-02 13:39:55,NUGT,298.08,298.77
2026-03-02 13:40:55,NUGT,298.46,299.21
2026-03-02 13:41:55,NUGT,299.07,299.81
2026-03-02 13:42:55,NUGT,298.74,299.54
2026-03-02 13:43:55,NUGT,298.96,299.79
2026-03-02 13:44:55,NUGT,299.84,300.25
2026-03-02 13:45:55,NUGT,298.92,300.19
2026-03-02 13:46:55,NUGT,298.98,299.6
2026-03-02 13:47:55,NUGT,299.04,299.86
2026-03-02 13:48:55,NUGT,299.55,300.48
2026-03-02 13:49:55,NUGT,300.07,301.05
2026-03-02 13:50:55,NUGT,300.09,301.21
2026-03-02 13:51:55,NUGT,298.8,299.96
2026-03-02 13:52:55,NUGT,299.65,300.5
2026-03-02 13:53:55,NUGT,300.06,301.06
2026-03-02 13:54:55,NUGT,300.5,300.92
2026-03-02 13:55:55,NUGT,299.79,300.65
2026-03-02 13:56:55,NUGT,299.53,300.46
2026-03-02 13:57:55,NUGT,300.0,300.41
2026-03-02 13:58:55,NUGT,299.58,300.4
2026-03-02 13:59:55,NUGT,300.0,300.9
2026-03-02 14:00:55,NUGT,300.55,301.24
2026-03-02 14:01:55,NUGT,301.16,302.1
2026-03-02 14:02:55,NUGT,301.41,302.21
2026-03-02 14:03:55,NUGT,301.32,301.83
2026-03-02 14:04:55,NUGT,301.21,302.23
2026-03-02 14:05:55,NUGT,301.2,301.97
2026-03-02 14:06:55,NUGT,300.84,301.82
2026-03-02 14:07:55,NUGT,301.01,301.77
2026-03-02 14:08:55,NUGT,301.81,302.47
2026-03-02 14:09:55,NUGT,302.01,302.96
2026-03-02 14:10:55,NUGT,302.5,303.15
2026-03-02 14:11:55,NUGT,303.26,303.67
2026-03-02 14:12:55,NUGT,303.18,303.55
2026-03-02 14:13:55,NUGT,302.72,303.76
2026-03-02 14:14:55,NUGT,302.97,303.75
2026-03-02 14:15:55,NUGT,303.45,303.76
2026-03-02 14:16:55,NUGT,301.6,302.86
2026-03-02 14:17:55,NUGT,301.77,302.54
2026-03-02 14:18:55,NUGT,302.12,303.31
2026-03-02 14:19:55,NUGT,302.49,303.38
2026-03-02 14:20:55,NUGT,303.55,304.32
2026-03-02 14:21:55,NUGT,303.09,304.15
2026-03-02 14:22:55,NUGT,303.39,304.19
2026-03-02 14:23:55,NUGT,303.65,304.48
2026-03-02 14:24:55,NUGT,304.11,304.62
2026-03-02 14:25:55,NUGT,304.31,305.21
2026-03-02 14:26:55,NUGT,304.28,305.0
2026-03-02 14:27:55,NUGT,304.78,305.48
2026-03-02 14:28:55,NUGT,304.99,306.12
2026-03-02 14:29:55,NUGT,305.21,306.13
2026-03-02 14:30:55,NUGT,305.41,306.13
2026-03-02 14:31:55,NUGT,305.6,306.57
2026-03-02 14:32:55,NUGT,305.86,306.72
2026-03-02 14:33:55,NUGT,306.07,306.65
2026-03-02 14:34:55,NUGT,306.48,307.0
2026-03-02 14:35:55,NUGT,306.81,307.45
2026-03-02 14:36:55,NUGT,306.51,307.51
2026-03-02 14:37:55,NUGT,306.57,307.66
2026-03-02 14:38:55,NUGT,307.02,307.68
2026-03-02 14:39:55,NUGT,307.18,308.18
2026-03-02 14:40:55,NUGT,306.58,307.38
2026-03-02 14:41:55,NUGT,307.12,307.93
2026-03-02 14:42:55,NUGT,306.49,307.39
2026-03-02 14:43:55,NUGT,306.5,307.34
2026-03-02 14:44:55,NUGT,306.43,307.17
2026-03-02 14:45:55,NUGT,306.16,306.96
2026-03-02 14:46:55,NUGT,306.17,307.2
2026-03-02 14:47:55,NUGT,306.96,307.95
2026-03-02 14:48:55,NUGT,307.26,307.92
2026-03-02 14:49:55,NUGT,306.65,307.53
2026-03-02 14:50:55,NUGT,306.19,307.24
2026-03-02 14:51:55,NUGT,306.86,307.52
2026-03-02 14:52:55,NUGT,306.61,307.4
2026-03-02 14:53:55,NUGT,306.97,307.65
2026-03-02 14:54:55,NUGT,307.18,307.83
2026-03-02 14:55:55,NUGT,307.75,308.52
2026-03-02 14:56:55,NUGT,308.11,308.88
2026-03-02 14:57:55,NUGT,308.17,308.7
2026-03-02 14:58:55,NUGT,307.74,308.68
2026-03-02 14:59:55,NUGT,307.19,308.0
2026-03-02 15:00:55,NUGT,307.18,308.14
2026-03-02 15:01:55,NUGT,306.34,307.38
2026-03-02 15:02:55,NUGT,306.45,306.96
2026-03-02 15:03:55,NUGT,306.99,307.83
2026-03-02 15:04:55,NUGT,307.56,307.95
2026-03-02 15:05:55,NUGT,308.08,308.86
2026-03-02 15:06:55,NUGT,308.14,309.0
2026-03-02 15:07:55,NUGT,308.41,309.02
2026-03-02 15:08:55,NUGT,308.07,308.92
2026-03-02 15:09:55,NUGT,307.8,308.54
2026-03-02 15:10:55,NUGT,307.5,308.16
2026-03-02 15:11:55,NUGT,307.8,308.51
2026-03-02 15:12:55,NUGT,307.2,307.86
2026-03-02 15:13:55,NUGT,307.07,307.65
2026-03-02 15:14:55,NUGT,306.27,307.49
2026-03-02 15:15:55,NUGT,306.41,307.63
2026-03-02 15:16:55,NUGT,306.74,307.7
2026-03-02 15:17:55,NUGT,307.17,307.99
2026-03-02 15:18:55,NUGT,307.94,308.82
2026-03-02 15:19:55,NUGT,306.81,307.87
2026-03-02 15:20:55,NUGT,306.83,307.88
2026-03-02 15:21:55,NUGT,306.03,306.91
2026-03-02 15:22:55,NUGT,306.38,307.18
2026-03-02 15:23:55,NUGT,306.66,307.59
2026-03-02 15:24:55,NUGT,307.08,307.83
2026-03-02 15:25:55,NUGT,306.87,307.85
2026-03-02 15:26:55,NUGT,306.6,307.72
2026-03-02 15:27:55,NUGT,306.76,307.77
2026-03-02 15:28:55,NUGT,306.54,307.17
2026-03-02 15:29:55,NUGT,306.28,306.93
2026-03-02 15:30:55,NUGT,306.77,307.67
2026-03-02 15:31:55,NUGT,306.82,307.68
2026-03-02 15:32:55,NUGT,307.35,308.01
2026-03-02 15:33:55,NUGT,306.48,307.54
2026-03-02 15:34:55,NUGT,307.31,308.0
2026-03-02 15:35:55,NUGT,307.92,308.49
2026-03-02 15:36:55,NUGT,307.68,308.48
2026-03-02 15:37:55,NUGT,308.28,308.94
2026-03-02 15:38:55,NUGT,308.99,309.2
2026-03-02 15:39:55,NUGT,308.45,309.14
2026-03-02 15:40:55,NUGT,308.77,309.32
2026-03-02 15:41:55,NUGT,308.43,309.21
2026-03-02 15:42:55,NUGT,308.5,309.23
2026-03-02 15:43:55,NUGT,308.52,308.92
2026-03-02 15:44:55,NUGT,308.41,308.8
2026-03-02 15:45:55,NUGT,307.72,308.29
2026-03-02 15:46:55,NUGT,307.74,308.45
2026-03-02 15:47:55,NUGT,307.77,308.18
2026-03-02 15:48:55,NUGT,308.1,308.72
2026-03-02 15:49:55,NUGT,307.71,308.63
2026-03-02 15:50:55,NUGT,307.74,308.74
2026-03-02 15:51:55,NUGT,307.21,308.12
2026-03-02 15:52:55,NUGT,307.15,307.92
2026-03-02 15:53:55,NUGT,307.74,308.25
2026-03-02 15:54:55,NUGT,308.5,309.21
2026-03-02 15:55:55,NUGT,309.01,309.44
2026-03-02 15:56:55,NUGT,309.32,309.93
2026-03-02 15:57:55,NUGT,309.01,309.42
2026-03-02 15:58:55,NUGT,308.65,309.22
2026-03-02 15:59:55,NUGT,310.1,310.98
2026-03-02 16:00:55,NUGT,309.33,311.7
2026-03-02 09:30:55,SBIT,63.69,63.75
2026-03-02 09:31:55,SBIT,63.41,63.47
2026-03-02 09:32:55,SBIT,62.92,63.0
2026-03-02 09:33:55,SBIT,62.95,63.0
2026-03-02 09:34:55,SBIT,62.6,62.67
2026-03-02 09:35:55,SBIT,62.56,62.63
2026-03-02 09:36:55,SBIT,62.89,62.98
2026-03-02 09:37:55,SBIT,62.89,62.98
2026-03-02 09:38:55,SBIT,62.59,62.67
2026-03-02 09:39:55,SBIT,62.4,62.48
2026-03-02 09:40:55,SBIT,62.61,62.7
2026-03-02 09:41:55,SBIT,62.39,62.49
2026-03-02 09:42:55,SBIT,62.19,62.29
2026-03-02 09:43:55,SBIT,62.11,62.2
2026-03-02 09:44:55,SBIT,61.86,61.97
2026-03-02 09:45:55,SBIT,62.01,62.14
2026-03-02 09:46:55,SBIT,61.85,61.92
2026-03-02 09:47:55,SBIT,61.56,61.64
2026-03-02 09:48:55,SBIT,61.49,61.58
2026-03-02 09:49:55,SBIT,61.16,61.22
2026-03-02 09:50:55,SBIT,60.8,60.88
2026-03-02 09:51:55,SBIT,61.01,61.08
2026-03-02 09:52:55,SBIT,60.93,61.02
2026-03-02 09:53:55,SBIT,61.2,61.28
2026-03-02 09:54:55,SBIT,61.17,61.25
2026-03-02 09:55:55,SBIT,61.1,61.16
2026-03-02 09:56:55,SBIT,61.22,61.27
2026-03-02 09:57:55,SBIT,61.05,61.11
2026-03-02 09:58:55,SBIT,60.92,60.99
2026-03-02 09:59:55,SBIT,60.77,60.97
2026-03-02 10:00:55,SBIT,61.17,61.29
2026-03-02 10:01:55,SBIT,60.43,60.51
2026-03-02 10:02:55,SBIT,60.64,60.75
2026-03-02 10:03:55,SBIT,60.54,60.64
2026-03-02 10:04:55,SBIT,60.6,60.72
2026-03-02 10:05:55,SBIT,60.38,60.47
2026-03-02 10:06:55,SBIT,60.38,60.45
2026-03-02 10:07:55,SBIT,59.99,60.05
2026-03-02 10:08:55,SBIT,59.5,59.56
2026-03-02 10:09:55,SBIT,59.56,59.61
2026-03-02 10:10:55,SBIT,59.38,59.44
2026-03-02 10:11:55,SBIT,59.0,59.04
2026-03-02 10:12:55,SBIT,58.68,58.75
2026-03-02 10:13:55,SBIT,58.55,58.64
2026-03-02 10:14:55,SBIT,58.33,58.38
2026-03-02 10:15:55,SBIT,58.47,58.53
2026-03-02 10:16:55,SBIT,58.35,58.39
2026-03-02 10:17:55,SBIT,58.06,58.13
2026-03-02 10:18:55,SBIT,58.32,58.4
2026-03-02 10:19:55,SBIT,58.35,58.47
2026-03-02 10:20:55,SBIT,57.71,57.78
2026-03-02 10:21:55,SBIT,58.06,58.13
2026-03-02 10:22:55,SBIT,58.07,58.18
2026-03-02 10:23:55,SBIT,57.83,57.9
2026-03-02 10:24:55,SBIT,57.81,57.92
2026-03-02 10:25:55,SBIT,57.92,58.0
2026-03-02 10:26:55,SBIT,57.77,57.88
2026-03-02 10:27:55,SBIT,57.84,57.94
2026-03-02 10:28:55,SBIT,58.03,58.1
2026-03-02 10:29:55,SBIT,58.0,58.07
2026-03-02 10:30:55,SBIT,57.8,57.86
2026-03-02 10:31:55,SBIT,57.8,57.89
2026-03-02 10:32:55,SBIT,58.11,58.19
2026-03-02 10:33:55,SBIT,57.85,57.95
2026-03-02 10:34:55,SBIT,57.39,57.47
2026-03-02 10:35:55,SBIT,57.23,57.31
2026-03-02 10:36:55,SBIT,57.03,57.12
2026-03-02 10:37:55,SBIT,56.87,56.97
2026-03-02 10:38:55,SBIT,56.56,56.65
2026-03-02 10:39:55,SBIT,56.34,56.47
2026-03-02 10:40:55,SBIT,56.74,56.85
2026-03-02 10:41:55,SBIT,56.5,56.59
2026-03-02 10:42:55,SBIT,56.36,56.41
2026-03-02 10:43:55,SBIT,56.24,56.36
2026-03-02 10:44:55,SBIT,56.15,56.23
2026-03-02 10:45:55,SBIT,56.34,56.4
2026-03-02 10:46:55,SBIT,56.2,56.21
2026-03-02 10:47:55,SBIT,56.28,56.39
2026-03-02 10:48:55,SBIT,56.43,56.51
2026-03-02 10:49:55,SBIT,56.62,56.68
2026-03-02 10:50:55,SBIT,56.3,56.33
2026-03-02 10:51:55,SBIT,56.54,56.65
2026-03-02 10:52:55,SBIT,56.71,56.79
2026-03-02 10:53:55,SBIT,57.28,57.35
2026-03-02 10:54:55,SBIT,57.4,57.41
2026-03-02 10:55:55,SBIT,57.01,57.09
2026-03-02 10:56:55,SBIT,57.27,57.34
2026-03-02 10:57:55,SBIT,57.09,57.17
2026-03-02 10:58:55,SBIT,57.09,57.14
2026-03-02 10:59:55,SBIT,56.91,56.97
2026-03-02 11:00:55,SBIT,57.04,57.09
2026-03-02 11:01:55,SBIT,56.84,56.91
2026-03-02 11:02:55,SBIT,57.14,57.22
2026-03-02 11:03:55,SBIT,56.87,56.94
2026-03-02 11:04:55,SBIT,56.66,56.72
2026-03-02 11:05:55,SBIT,56.52,56.66
2026-03-02 11:06:55,SBIT,56.32,56.37
2026-03-02 11:07:55,SBIT,56.31,56.39
2026-03-02 11:08:55,SBIT,56.04,56.1
2026-03-02 11:09:55,SBIT,55.8,55.82
2026-03-02 11:10:55,SBIT,55.92,55.99
2026-03-02 11:11:55,SBIT,55.9,55.96
2026-03-02 11:12:55,SBIT,56.03,56.1
2026-03-02 11:13:55,SBIT,56.02,56.09
2026-03-02 11:14:55,SBIT,55.9,55.95
2026-03-02 11:15:55,SBIT,56.15,56.22
2026-03-02 11:16:55,SBIT,56.1,56.17
2026-03-02 11:17:55,SBIT,56.18,56.22
2026-03-02 11:18:55,SBIT,56.08,56.16
2026-03-02 11:19:55,SBIT,56.3,56.35
2026-03-02 11:20:55,SBIT,56.15,56.21
2026-03-02 11:21:55,SBIT,56.23,56.29
2026-03-02 11:22:55,SBIT,55.97,56.04
2026-03-02 11:23:55,SBIT,55.82,55.89
2026-03-02 11:24:55,SBIT,56.03,56.1
2026-03-02 11:25:55,SBIT,56.11,56.18
2026-03-02 11:26:55,SBIT,56.29,56.36
2026-03-02 11:27:55,SBIT,56.47,56.54
2026-03-02 11:28:55,SBIT,56.46,56.53
2026-03-02 11:29:55,SBIT,56.43,56.49
2026-03-02 11:30:55,SBIT,56.32,56.37
2026-03-02 11:31:55,SBIT,56.55,56.61
2026-03-02 11:32:55,SBIT,56.34,56.39
2026-03-02 11:33:55,SBIT,56.63,56.69
2026-03-02 11:34:55,SBIT,56.65,56.72
2026-03-02 11:35:55,SBIT,56.54,56.6
2026-03-02 11:36:55,SBIT,56.71,56.77
2026-03-02 11:37:55,SBIT,56.91,56.98
2026-03-02 11:38:55,SBIT,56.98,57.08
2026-03-02 11:39:55,SBIT,56.87,56.94
2026-03-02 11:40:55,SBIT,56.75,56.82
2026-03-02 11:41:55,SBIT,56.2,56.27
2026-03-02 11:42:55,SBIT,56.21,56.26
2026-03-02 11:43:55,SBIT,56.01,56.09
2026-03-02 11:44:55,SBIT,55.57,55.64
2026-03-02 11:45:55,SBIT,55.39,55.43
2026-03-02 11:46:55,SBIT,55.2,55.24
2026-03-02 11:47:55,SBIT,55.51,55.57
2026-03-02 11:48:55,SBIT,55.58,55.63
2026-03-02 11:49:55,SBIT,55.6,55.66
2026-03-02 11:50:55,SBIT,55.8,55.87
2026-03-02 11:51:55,SBIT,55.67,55.73
2026-03-02 11:52:55,SBIT,55.75,55.83
2026-03-02 11:53:55,SBIT,55.85,55.91
2026-03-02 11:54:55,SBIT,55.97,56.06
2026-03-02 11:55:55,SBIT,56.08,56.15
2026-03-02 11:56:55,SBIT,56.17,56.24
2026-03-02 11:57:55,SBIT,56.25,56.32
2026-03-02 11:58:55,SBIT,56.14,56.23
2026-03-02 11:59:55,SBIT,56.35,56.43
2026-03-02 12:00:55,SBIT,56.31,56.39
2026-03-02 12:01:55,SBIT,56.39,56.46
2026-03-02 12:02:55,SBIT,56.44,56.52
2026-03-02 12:03:55,SBIT,56.28,56.35
2026-03-02 12:04:55,SBIT,56.11,56.19
2026-03-02 12:05:55,SBIT,56.37,56.46
2026-03-02 12:06:55,SBIT,56.3,56.36
2026-03-02 12:07:55,SBIT,56.42,56.5
2026-03-02 12:08:55,SBIT,56.59,56.66
2026-03-02 12:09:55,SBIT,56.59,56.65
2026-03-02 12:10:55,SBIT,56.55,56.61
2026-03-02 12:11:55,SBIT,56.39,56.48
